"Id","ID pojazdu","ID pasażera","Rola","Data urodzenia","Płeć","Uprawnienia do prowadzenia pojazdu","Liczba lat kierowania","Przyczyna wypadku","Kara","Pod wpływem","Obrażenia","Nieprawidłowe użycie","...7","...10"
106896182,"1","1","Kierujący","1993-06-06","Mężczyzna","Posiada","6",NA,NA,"Trzeźwy",NA,NA,NA,NA
106896182,"2","1","Kierujący","2006-01-29","Mężczyzna","Nie wymagane",NA,"Inne przyczyny","Dochodzenie","Trzeźwy","Ranny lekko",NA,NA,NA
106896778,"1","1","Kierujący","1971-02-27","Mężczyzna","Posiada","29","Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106896856,"1","1","Kierujący","1951-10-19","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
106896856,"2","1","Kierujący","1987-07-08","Mężczyzna","Posiada","9","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106897122,"1","1","Kierujący","1988-11-19","Mężczyzna","Posiada","12",NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106897122,"2","1","Kierujący","1989-09-06","Mężczyzna","Posiada","7",NA,"Dochodzenie","Trzeźwy",NA,NA,NA,NA
106898523,"1","1","Kierujący","1973-11-06","Mężczyzna","Posiada","28",NA,NA,"Trzeźwy",NA,NA,NA,NA
106898523,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106899075,"1","1","Kierujący","1967-11-30","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106899075,"2","1","Kierujący","1960-12-27","Mężczyzna","Nie wymagane",NA,"Niedostosowanie prędkości do warunków ruchu","Mandat karny","Trzeźwy",NA,NA,NA,NA
106899467,"1","1","Kierujący","1983-12-07","Mężczyzna","Posiada","10","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
106899467,"2","1","Kierujący","1961-03-20","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106899569,"1","1","Kierujący","2003-07-15","Kobieta","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy","Ranny lekko",NA,NA,NA
106899569,"2","1","Kierujący","1963-12-07","Mężczyzna","Posiada","36",NA,NA,"Trzeźwy",NA,NA,NA,NA
106899942,"1","1","Kierujący","1932-09-29","Kobieta","Nie wymagane",NA,NA,"Inny sposób zakończenia","Trzeźwy","Ranny lekko",NA,NA,NA
106900619,"1","1","Kierujący","1958-06-05","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: omijanie","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
106900619,"2","1","Kierujący","1991-02-18","Mężczyzna","Posiada","9",NA,NA,"Trzeźwy",NA,NA,NA,NA
106900910,"1","1","Kierujący","1989-09-15","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106900910,"2","1","Kierujący","2009-05-01","Mężczyzna","Nie wymagane",NA,"Inne przyczyny","Inny sposób zakończenia","Trzeźwy",NA,NA,NA,NA
106901077,"1","1","Kierujący","1974-06-19","Kobieta","Posiada","13",NA,NA,"Trzeźwy",NA,NA,NA,NA
106901077,"2","1","Kierujący","1998-05-26","Kobieta","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
106901403,"1","1","Kierujący","1947-02-20","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106901403,"2","1","Kierujący","1977-05-29","Mężczyzna","Posiada","2","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
106901938,"1","1","Kierujący","2007-11-14","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106901938,"2","1","Kierujący","1974-04-27","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106901938,"3","1","Kierujący","1979-06-13","Mężczyzna","Posiada","20","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106901945,"1","1","Kierujący","2007-07-27","Kobieta","Nie posiada",NA,"Inne przyczyny","Dochodzenie","Trzeźwy","Ranny lekko",NA,NA,NA
106901945,"2","1","Kierujący","1940-04-03","Mężczyzna","Posiada","32",NA,NA,"Trzeźwy",NA,NA,NA,NA
106901997,"2","1","Kierujący","2006-12-19","Mężczyzna","Nie posiada",NA,"Nieprawidłowe: skręcanie","Inny sposób zakończenia","Trzeźwy","Ranny lekko",NA,NA,NA
106902249,"1","1","Kierujący","1973-07-24","Kobieta","Posiada","23","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
106902249,"2","1","Kierujący","1938-04-18","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106902536,"1","1","Kierujący","1998-08-09","Kobieta","Posiada","1","Nieprawidłowe: wyprzedzanie","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106902536,"2","1","Kierujący","1955-11-26","Mężczyzna","Posiada","35",NA,NA,"Trzeźwy",NA,NA,NA,NA
106902536,"3","1","Kierujący","1967-04-04","Mężczyzna","Posiada","21",NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
106902536,"4","1","Kierujący","1982-10-15","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
106902655,"1","1","Kierujący","1984-10-13","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Alkoholu","Ranny lekko",NA,NA,NA
106902655,"2","1","Kierujący","1945-09-15","Mężczyzna","Posiada","53",NA,NA,"Trzeźwy",NA,NA,NA,NA
106902846,"1","1","Kierujący","1958-11-06","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106902846,"2","1","Kierujący","1956-12-20","Kobieta","Posiada","35","Inne przyczyny","Mandat karny","Trzeźwy",NA,NA,NA,NA
106902991,"1","1","Kierujący","1977-09-20","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106902991,"2","1","Kierujący","1989-10-08","Kobieta","Posiada","5","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106902992,"1","1","Kierujący","1976-04-27","Mężczyzna","Posiada","22","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
106902992,"2","1","Kierujący","1996-02-16","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106903349,"1","1","Kierujący","1977-02-05","Mężczyzna","Posiada","22",NA,NA,"Trzeźwy",NA,NA,NA,NA
106903349,"2","1","Kierujący","1967-08-12","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: skręcanie","Mandat karny","Trzeźwy",NA,NA,NA,NA
106903902,"1","1","Kierujący","1989-10-17","Mężczyzna","Posiada","3","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106903902,"2","1","Kierujący","1961-10-22","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106903927,"1","1","Kierujący","2006-04-28","Kobieta","Nie posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy","Ranny lekko",NA,NA,NA
106903927,"2","1","Kierujący","1997-10-17","Mężczyzna","Posiada","1",NA,NA,"Trzeźwy",NA,NA,NA,NA
106904057,"1","1","Kierujący","1984-06-22","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106904057,"2","1","Kierujący","1979-02-02","Kobieta","Posiada","10","Niezachowanie bezp. odl. między pojazdami","Mandat karny","Trzeźwy",NA,NA,NA,NA
106904057,"3","1","Kierujący","1987-03-19","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106904319,"1","1","Kierujący","1986-05-11","Mężczyzna","Posiada","1","Niedostosowanie prędkości do warunków ruchu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106904319,"2","1","Kierujący","1960-04-13","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106904722,"1","1","Kierujący","2000-09-24","Mężczyzna","Posiada","7","Nieprawidłowe: omijanie","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106905343,"1","1","Kierujący","1961-12-13","Mężczyzna","Posiada","33","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106905343,"2","1","Kierujący","1985-09-24","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
106906116,"1","1","Kierujący","1990-10-14","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106906116,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
106906416,"1","1","Kierujący","1985-03-23","Kobieta","Posiada","16","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106906416,"2","1","Kierujący","1973-09-15","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
106906632,"1","1","Kierujący","1967-01-17","Mężczyzna","Posiada","34","Nieprawidłowe: skręcanie","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
106906632,"2","1","Kierujący","1983-05-17","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106906835,"1","1","Kierujący","1936-02-13","Mężczyzna","Nie wymagane",NA,"Inne przyczyny","Pouczenie","Trzeźwy",NA,NA,NA,NA
106910378,"1","1","Kierujący","1964-07-30","Mężczyzna","Posiada","31","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106910378,"2","1","Kierujący","1955-06-23","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
106912009,"1","1","Kierujący","1939-10-25","Mężczyzna","Posiada","55","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
106912009,"2","1","Kierujący","1979-02-27","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106912043,"1","1","Kierujący","1965-09-29","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106912043,"2","1","Kierujący","1962-09-04","Mężczyzna","Posiada","33","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
106912710,"1","1","Kierujący","1954-05-19","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106912710,"2","1","Kierujący","1935-01-15","Mężczyzna","Posiada","48","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106913614,"1","1","Kierujący","1993-05-28","Mężczyzna","Nie wymagane",NA,"Nieprzestrzeganie innych sygnałów","Mandat karny","Trzeźwy",NA,NA,NA,NA
106913614,"2","1","Kierujący","1961-04-13","Mężczyzna","Posiada","21",NA,NA,"Trzeźwy",NA,NA,NA,NA
106913634,"1","1","Kierujący","1989-04-27","Mężczyzna","Posiada","10",NA,NA,"Trzeźwy",NA,NA,NA,NA
106913634,"2","1","Kierujący","2002-11-21","Mężczyzna","Nie posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny sposób zakończenia","Trzeźwy",NA,NA,NA,NA
106916362,"1","1","Kierujący","1979-07-13","Mężczyzna","Posiada","21","Nieprawidłowe: wyprzedzanie","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106916362,"2","1","Kierujący","1988-07-27","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106916362,"3","1","Kierujący","1971-12-19","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106917068,"1","1","Kierujący","2005-01-05","Mężczyzna","Nie wymagane",NA,"Inne przyczyny","Dochodzenie","Trzeźwy","Ranny ciężko",NA,NA,NA
106917463,"1","1","Kierujący","1955-08-30","Mężczyzna","Posiada","34","Nieudzielenie pierwszeństwa przejazdu","Pouczenie","Trzeźwy",NA,NA,NA,NA
106917463,"2","1","Kierujący","2008-09-27","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106920117,"1","1","Kierujący","1996-12-16","Kobieta","Posiada","3","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
106920117,"2","1","Kierujący","2010-01-10","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106920119,"1","1","Kierujący","1971-06-05","Mężczyzna","Posiada","12",NA,NA,"Trzeźwy",NA,NA,NA,NA
106920119,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Inne przyczyny","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
106920307,"1","1","Kierujący","1987-02-13","Mężczyzna","Posiada","9","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
106920307,"2","1","Kierujący","1984-05-31","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106920307,"3","1","Kierujący","1957-10-13","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106920985,"1","1","Kierujący","1988-06-15","Mężczyzna","Posiada","7",NA,NA,"Trzeźwy",NA,NA,NA,NA
106920985,"2","1","Kierujący","1998-10-29","Mężczyzna","Posiada","1","Nieprawidłowe: wyprzedzanie","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106920985,"3","1","Kierujący","2002-03-13","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106920985,"4","1","Kierujący","2002-01-05","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106921407,"1","1","Kierujący","1957-07-31","Kobieta","Posiada","35","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
106921407,"2","1","Kierujący","1962-02-12","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106922376,"1","1","Kierujący","1993-07-29","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106922376,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106922579,"1","1","Kierujący","1969-02-21","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106923384,"1","1","Kierujący","1991-09-22","Kobieta","Posiada","8","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106923384,"2","1","Kierujący","1972-04-07","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
106925169,"1","1","Kierujący","1946-03-12","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106925169,"2","1","Kierujący","1979-08-28","Mężczyzna","Posiada","19","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106925425,"1","1","Kierujący","1941-07-20","Mężczyzna","Posiada","56","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106925425,"2","1","Kierujący","1992-09-30","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106925938,"1","1","Kierujący","1998-01-27","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106925938,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,NA,"Dochodzenie","Trzeźwy",NA,NA,NA,NA
106926069,"1","1","Kierujący","2008-09-22","Mężczyzna","Nie wymagane",NA,NA,"Inny sposób zakończenia","Trzeźwy",NA,NA,NA,NA
106926606,"1","1","Kierujący","2003-09-08","Kobieta","Nie wymagane",NA,"Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106926606,"2","1","Kierujący","1963-10-01","Mężczyzna","Posiada","35",NA,NA,"Trzeźwy",NA,NA,NA,NA
106927040,"1","1","Kierujący","1985-10-09","Mężczyzna","Nie wymagane",NA,"Inne przyczyny",NA,"Trzeźwy",NA,NA,NA,NA
106927657,"1","1","Kierujący","1997-07-11","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106927657,"2","1","Kierujący","1993-07-15","Mężczyzna","Posiada","7","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Mandat karny","Trzeźwy",NA,NA,NA,NA
106927831,"1","1","Kierujący","1976-11-19","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
106927831,"2","1","Kierujący","1984-09-12","Mężczyzna","Posiada","7","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106928057,"1","1","Kierujący","1961-01-21","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106928057,"2","1","Kierujący","1990-01-04","Mężczyzna","Posiada","10","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
106928168,"1","1","Kierujący","1948-12-21","Mężczyzna","Posiada","52","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Mandat karny","Trzeźwy",NA,NA,NA,NA
106928168,"2","1","Kierujący","2002-12-08","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106928372,"1","1","Kierujący","1969-01-02","Mężczyzna","Posiada","31","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Mandat karny","Trzeźwy",NA,NA,NA,NA
106928372,"2","1","Kierujący","1995-08-19","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106928689,"1","1","Kierujący","1995-10-15","Mężczyzna","Posiada","4","Inne przyczyny","Mandat karny","Trzeźwy",NA,NA,NA,NA
106928689,"2","1","Kierujący","2004-10-08","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106929169,"1","1","Kierujący","1977-08-30","Kobieta","Posiada","22","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106929169,"2","1","Kierujący","1949-12-13","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106929223,"1","1","Kierujący","1975-09-13","Mężczyzna","Nie wymagane",NA,NA,"Dochodzenie","Trzeźwy","Ranny ciężko",NA,NA,NA
106929451,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieprawidłowe: cofanie","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
106931386,"1","1","Kierujący","1964-09-04","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106931386,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106932450,"1","1","Kierujący","1993-08-13","Mężczyzna","Posiada","7","Nieprawidłowe: omijanie","Mandat karny","Trzeźwy",NA,NA,NA,NA
106932450,"2","1","Kierujący","1954-05-22","Kobieta","Posiada","32",NA,NA,"Trzeźwy",NA,NA,NA,NA
106932814,"1","1","Kierujący","1979-08-22","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106932814,"2","1","Kierujący","1983-11-22","Kobieta","Posiada","3","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
106933039,"1","1","Kierujący","1990-05-26","Mężczyzna","Posiada","10",NA,NA,"Trzeźwy",NA,NA,NA,NA
106933039,"2","1","Kierujący","1938-07-21","Mężczyzna","Posiada","19","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106933268,"1","1","Kierujący","1931-09-23","Mężczyzna","Posiada","44","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
106933268,"2","1","Kierujący","2009-05-14","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106933373,"1","1","Kierujący","1945-07-05","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106933373,"2","1","Kierujący","1980-11-16","Mężczyzna","Posiada","18","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106933669,"1","1","Kierujący","1957-03-11","Mężczyzna","Posiada","42","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106933669,"2","1","Kierujący","1987-04-29","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106933701,"1","1","Kierujący","1989-09-27","Mężczyzna","Posiada","6","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
106933701,"2","1","Kierujący","1998-10-08","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106933711,"1","1","Kierujący","1969-10-07","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106933914,"1","1","Kierujący","1969-05-28","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106933914,"2","1","Kierujący","1978-07-06","Kobieta","Posiada","14","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106934178,"1","1","Kierujący","1967-11-12","Mężczyzna","Posiada","30","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
106934178,"2","1","Kierujący","1997-04-13","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106934678,"1","1","Kierujący","Nieustalona","Mężczyzna",NA,NA,"Niedostosowanie prędkości do warunków ruchu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106935150,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Omijanie pojazdu przed przejściem dla pieszych","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
106935150,"2","1","Kierujący","2012-02-18","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106936144,"1","1","Kierujący","2004-02-10","Mężczyzna","Nie wymagane",NA,"Niezachowanie bezp. odl. między pojazdami","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106936686,"1","1","Kierujący","1957-06-09","Kobieta","Posiada","33",NA,NA,"Trzeźwy",NA,NA,NA,NA
106936686,"2","1","Kierujący","1978-04-22","Kobieta","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
106936750,"1","1","Kierujący","1999-06-10","Mężczyzna","Nie wymagane",NA,"Niezachowanie bezp. odl. między pojazdami","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106936750,"2","1","Kierujący","1962-03-05","Mężczyzna","Posiada","21",NA,NA,"Trzeźwy",NA,NA,NA,NA
106937508,"1","1","Kierujący","1991-03-17","Mężczyzna","Posiada","9",NA,NA,"Trzeźwy",NA,NA,NA,NA
106937508,"2","1","Kierujący","1948-01-16","Mężczyzna","Nie wymagane",NA,"Inne przyczyny","Wniosek o ukaranie","Trzeźwy","Ranny ciężko",NA,NA,NA
106938181,"1","1","Kierujący","1940-10-25","Mężczyzna","Posiada","58","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106938181,"2","1","Kierujący","1979-11-27","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106938247,"1","1","Kierujący","1993-04-19","Mężczyzna","Posiada","6","Nieprawidłowe: cofanie","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106938247,"2","1","Kierujący","1939-02-16","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
106939600,"1","1","Kierujący","1990-07-30","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106939600,"2","1","Kierujący","2004-10-31","Kobieta","Nie posiada",NA,"Nieprawidłowe: wymijanie","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106939686,"1","1","Kierujący","1964-08-28","Mężczyzna","Posiada","29","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
106939686,"2","1","Kierujący","1980-10-19","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106939948,"1","1","Kierujący","1964-01-04","Mężczyzna","Posiada","38",NA,NA,"Trzeźwy",NA,NA,NA,NA
106939948,"2","1","Kierujący","2002-01-06","Mężczyzna","Posiada","1","Nieudzielenie pierwszeństwa przejazdu",NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
106940826,"1","1","Kierujący","1950-02-04","Mężczyzna","Posiada","34","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
106940826,"2","1","Kierujący","1979-07-15","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106941514,"1","1","Kierujący","1987-01-31","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106941514,"2","1","Kierujący","1994-02-28","Mężczyzna","Posiada","5","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
